,AssignmentStatus,WorkTimeInSeconds,Input.title,Input.support_statement,Input.claim,Answer.worker_warrant
148,Approved,101,Zoos,we should abolish zoos because it makes animals prisoners,We should abolish zoos,they are innocent
149,Approved,105,Zoos,we should abolish zoos because it makes animals prisoners,We should abolish zoos,it's wrong to hold living beings against their will
150,Approved,141,Zoos,we should abolish zoos because the animals are kept in such small enclosures and have hardly any room to move around,We should abolish zoos,keeping animals confined without  room to move around is morally wrong
151,Approved,272,Zoos,we should abolish zoos because the animals are kept in such small enclosures and have hardly any room to move around,We should abolish zoos,we don't want the animals to become obese and unhealthy
152,Approved,1203,Zoos,we should abolish zoos because the animals are kept in such small enclosures and have hardly any room to move around,We should abolish zoos,animals thrive outside of captivity
153,Approved,1492,Zoos,we should abolish zoos because the animals are kept in such small enclosures and have hardly any room to move around,We should abolish zoos,animals don't have enough space to run around like in the real outside world than in a zoo.
154,Approved,640,Zoos,we should abolish zoos because the animals are kept in such small enclosures and have hardly any room to move around,We should abolish zoos,animals kept in small cages are prone to stress and mental disorders
155,Approved,46,Zoos,we should abolish zoos because the animals are kept in such small enclosures and have hardly any room to move around,We should abolish zoos,animals cannot wander in tiny cages
156,Approved,21,Zoos,we should abolish zoos because the animals are kept in such small enclosures and have hardly any room to move around,We should abolish zoos,animals need room to move around
157,Approved,87,Zoos,we should abolish zoos because the animals are kept in such small enclosures and have hardly any room to move around,We should abolish zoos,due to the costs of constructing large habitats which still provide the public with opportunities for the public to view the animals
158,Approved,13,Zoos,we should abolish zoos because the animals are kept in such small enclosures and have hardly any room to move around,We should abolish zoos,to have a good life animals should live in nature
159,Approved,27,Zoos,we should abolish zoos because the animals are kept in such small enclosures and have hardly any room to move around,We should abolish zoos,space and freedom are important things
160,Approved,180,Zoos,we should abolish  because it changes an animals behavior versus if they were free in the wild,We should abolish zoos,caged animals are unable to adapt to artificial environment
161,Approved,909,Zoos,we should abolish  because it changes an animals behavior versus if they were free in the wild,We should abolish zoos,animals in captivity are psychologically harmed
162,Approved,215,Zoos,we should abolish  because it changes an animals behavior versus if they were free in the wild,We should abolish zoos,people shouldn't try to modify the normal behavior of wild animals
163,Approved,13,Zoos,we should abolish  because it changes an animals behavior versus if they were free in the wild,We should abolish zoos,we want the animals to have a normal life
164,Approved,4458,Zoos,we should abolish  because it changes an animals behavior versus if they were free in the wild,We should abolish zoos,humans can be extra aggressive on dealing with animals
165,Approved,62,Zoos,we should abolish  because it changes an animals behavior versus if they were free in the wild,We should abolish zoos,animals will not be able to survive on their own if anything at the zoo goes wrong
166,Approved,58,Zoos,we should abolish  because it changes an animals behavior versus if they were free in the wild,We should abolish zoos,we can observe animals remotely via web cams in the wild
167,Approved,1291,Zoos,we should abolish  because it changes an animals behavior versus if they were free in the wild,We should abolish zoos,"these behaviors are potentially harmful to the animals,"
168,Approved,261,Zoos,we should abolish  because it changes an animals behavior versus if they were free in the wild,We should abolish zoos,animals should behave naturally
169,Approved,30,Zoos,we should abolish  because it changes an animals behavior versus if they were free in the wild,We should abolish zoos,there is no advantage in changing your nature
170,Approved,48,Zoos,we should abolish zoos because in risk extincion of species,We should abolish zoos,many wild animals do not breed in captivity or their young perish in captivity
171,Approved,35,Zoos,we should abolish zoos because in risk extincion of species,We should abolish zoos,animals shouldn't be at risk of extinction
172,Approved,226,Zoos,we should abolish zoos because in risk extincion of species,We should abolish zoos,and extinction is something that we must fight
173,Approved,1336,Zoos,we should abolish zoos because in risk extincion of species,We should abolish zoos,animals are able to breed as much as they want in the wild to prevent extinction
174,Approved,1157,Zoos,we should abolish zoos because in risk extincion of species,We should abolish zoos,extinction of innocent species is harmful to the environment
175,Approved,4421,Zoos,we should abolish zoos because in risk extincion of species,We should abolish zoos,animals can't breed efficiently while being kept in cages
176,Approved,23,Zoos,we should abolish zoos because in risk extincion of species,We should abolish zoos,animals should not be extinct
177,Approved,211,Zoos,we should abolish zoos because in risk extincion of species,We should abolish zoos,depriving animals of their natural habitat can spoil their breeding
178,Approved,91,Zoos,we should abolish zoos because in risk extincion of species,We should abolish zoos,having many different animal species benefits the planet
179,Approved,96,Zoos,we should abolish zoos because in risk extincion of species,We should abolish zoos,if an animal is extinct it will never exist again and animals have a right to exist we should abolish zoos.
180,Approved,38,Zoos,Zoos are a business built on imperialism and animal cruelty and should be closed down and the animals returned to their natural habitats,We should abolish zoos,its foundation is based on backward concepts
181,Approved,1239,Zoos,Zoos are a business built on imperialism and animal cruelty and should be closed down and the animals returned to their natural habitats,We should abolish zoos,animals would not be treated with cruelty in a natural habitat
182,Approved,121,Zoos,Zoos are a business built on imperialism and animal cruelty and should be closed down and the animals returned to their natural habitats,We should abolish zoos,imperialism caused a great deal of suffering to humans and animals alike and keeping animals in zoos causes suffering to the animals zoos should be banned.
183,Approved,67,Zoos,Zoos are a business built on imperialism and animal cruelty and should be closed down and the animals returned to their natural habitats,We should abolish zoos,consent is essential part of any animal's living arrangements
184,Approved,27,Zoos,Zoos are a business built on imperialism and animal cruelty and should be closed down and the animals returned to their natural habitats,We should abolish zoos,the zoos are not actually the adapt environment for the animals
185,Approved,576,Zoos,Zoos are a business built on imperialism and animal cruelty and should be closed down and the animals returned to their natural habitats,We should abolish zoos,caging animals is a reflection of capitalism and brutality
186,Approved,328,Zoos,Zoos are a business built on imperialism and animal cruelty and should be closed down and the animals returned to their natural habitats,We should abolish zoos,most americans don't agree with the country's imperialist actions
187,Approved,6470,Zoos,Zoos are a business built on imperialism and animal cruelty and should be closed down and the animals returned to their natural habitats,We should abolish zoos,zoos serve no benefit to animals and only serve to entertain and profit humans which is not moral
188,Approved,65,Zoos,Zoos are a business built on imperialism and animal cruelty and should be closed down and the animals returned to their natural habitats,We should abolish zoos,zoos can be under maintained that can lead to unsanitary cages
189,Approved,95,Zoos,Zoos are a business built on imperialism and animal cruelty and should be closed down and the animals returned to their natural habitats,We should abolish zoos,"the purpose of the business, to educate and entertain humans, has become obsolete due to technological developments allowing viewing animals in the wild via web cams"
190,Approved,67,Zoos,we should abolish zoos because a lot of them don't treat the animals right,We should abolish zoos,we cannot protect the animals adequately via enforcement of regulations and policy
191,Approved,41,Zoos,we should abolish zoos because a lot of them don't treat the animals right,We should abolish zoos,animals are abused and mistreated
192,Approved,1265,Zoos,we should abolish zoos because a lot of them don't treat the animals right,We should abolish zoos,animals have a right to not be mistreated by humans
193,Approved,21,Zoos,we should abolish zoos because a lot of them don't treat the animals right,We should abolish zoos,cruelty is something we should not support
194,Approved,42,Zoos,we should abolish zoos because a lot of them don't treat the animals right,We should abolish zoos,it is the responsibility of humans to treat animals well
195,Approved,526,Zoos,we should abolish zoos because a lot of them don't treat the animals right,We should abolish zoos,zoo keepers can be aggressive on treating animals and may suffer injuries
196,Approved,122,Zoos,we should abolish zoos because a lot of them don't treat the animals right,We should abolish zoos,zoos fail at their moral duty of treating captive animals well
197,Approved,96,Zoos,we should abolish zoos because a lot of them don't treat the animals right,We should abolish zoos,there is no one who can hold zoos accountable
198,Approved,253,Zoos,we should abolish zoos because a lot of them don't treat the animals right,We should abolish zoos,animals are treated inhumanely and with disrespect
199,Approved,29,Zoos,we should abolish zoos because a lot of them don't treat the animals right,We should abolish zoos,animals should be treated right
200,Approved,16,Zoos,"we should abolish zoos as they have been shown to be detrimental to the animals and have not done what most claim, which is prevent extinction.",We should abolish zoos,animals should not go extinct
201,Approved,1178,Zoos,"we should abolish zoos as they have been shown to be detrimental to the animals and have not done what most claim, which is prevent extinction.",We should abolish zoos,there is no evidence that zoos help prevent extinction
202,Approved,46,Zoos,"we should abolish zoos as they have been shown to be detrimental to the animals and have not done what most claim, which is prevent extinction.",We should abolish zoos,the establishment of zoos is thus only to provide entertainment for humans
203,Approved,157,Zoos,"we should abolish zoos as they have been shown to be detrimental to the animals and have not done what most claim, which is prevent extinction.",We should abolish zoos,humans should care for the well-being of animals
204,Approved,175,Zoos,"we should abolish zoos as they have been shown to be detrimental to the animals and have not done what most claim, which is prevent extinction.",We should abolish zoos,the detrimental effects have caused animals to suffer and it if we do not reallocate resources toward preventing extinction there will be animals that disappear forever.
205,Approved,75,Zoos,"we should abolish zoos as they have been shown to be detrimental to the animals and have not done what most claim, which is prevent extinction.",We should abolish zoos,zoos harm the health of animals
206,Approved,32,Zoos,"we should abolish zoos as they have been shown to be detrimental to the animals and have not done what most claim, which is prevent extinction.",We should abolish zoos,the goal that they hailed is not fulfilled
207,Approved,368,Zoos,"we should abolish zoos as they have been shown to be detrimental to the animals and have not done what most claim, which is prevent extinction.",We should abolish zoos,unnatural habitat is bad for wild animals
208,Approved,304,Zoos,"we should abolish zoos as they have been shown to be detrimental to the animals and have not done what most claim, which is prevent extinction.",We should abolish zoos,stopping animals from going extinct is the one thing we owe animals
209,Approved,4642,Zoos,"we should abolish zoos as they have been shown to be detrimental to the animals and have not done what most claim, which is prevent extinction.",We should abolish zoos,conservation programs may not guarantee survival of species
210,Approved,19,Zoos,"no, zoos can not provide enough space",We should abolish zoos,animals need space
211,Approved,29,Zoos,"no, zoos can not provide enough space",We should abolish zoos,animals do not have adequate living conditions
212,Approved,1409,Zoos,"no, zoos can not provide enough space",We should abolish zoos,animals have a right to roam freely outside of confinement
213,Approved,163,Zoos,"no, zoos can not provide enough space",We should abolish zoos,animals need plenty of exercise
214,Approved,47,Zoos,"no, zoos can not provide enough space",We should abolish zoos,animals cannot live well without proper space.
215,Approved,97,Zoos,"no, zoos can not provide enough space",We should abolish zoos,zoos are unnatural and lack sufficient room for the animals
216,Approved,66,Zoos,"no, zoos can not provide enough space",We should abolish zoos,zoos can be replaced by people viewing wild animals in their natural habitat via web cams
217,Approved,66,Zoos,"no, zoos can not provide enough space",We should abolish zoos,animals require plenty of room to move around in
218,Approved,609,Zoos,"no, zoos can not provide enough space",We should abolish zoos,trapping animals in small cages can be stressful and die prematurely
219,Approved,24,Zoos,"no, zoos can not provide enough space",We should abolish zoos,providing animals with adequate space is not possible
220,Approved,221,Zoos,they take animals out of their natural environment,We should abolish zoos,you would never take a human child away from its family
221,Approved,476,Zoos,they take animals out of their natural environment,We should abolish zoos,captive animals were created that lost their ability to survive in the wild
222,Approved,22,Zoos,they take animals out of their natural environment,We should abolish zoos,animals need to live in the wild nature to have a good life
223,Approved,1308,Zoos,they take animals out of their natural environment,We should abolish zoos,animals have a right to live in a natural environment
224,Approved,102,Zoos,they take animals out of their natural environment,We should abolish zoos,animals are traumatized as they are put in cages
225,Approved,38,Zoos,they take animals out of their natural environment,We should abolish zoos,animals shouldn't be taken out of their natural environment
226,Approved,1059,Zoos,they take animals out of their natural environment,We should abolish zoos,animals in zoos are often poached and sold on black market that makes them endangered
227,Approved,19,Zoos,they take animals out of their natural environment,We should abolish zoos,this is unnatural
228,Approved,139,Zoos,they take animals out of their natural environment,We should abolish zoos,animals will not be happy in an environment they are unsuited to
229,Approved,51,Zoos,they take animals out of their natural environment,We should abolish zoos,we cannot duplicate the animals' wild habitat we cause them suffering
230,Approved,21,Zoos,we should abolish zoos because most of them abuse the animals and they are in small enclosures with hardly any room to move around,We should abolish zoos,"not moving might hinder animals lifespan,"
231,Approved,85,Zoos,we should abolish zoos because most of them abuse the animals and they are in small enclosures with hardly any room to move around,We should abolish zoos,it's not acceptable to allow animals to be abused
232,Approved,74,Zoos,we should abolish zoos because most of them abuse the animals and they are in small enclosures with hardly any room to move around,We should abolish zoos,we cannot protect the animals from harm and cannot provide an environment that duplicates the wild habitat
233,Approved,72,Zoos,we should abolish zoos because most of them abuse the animals and they are in small enclosures with hardly any room to move around,We should abolish zoos,they don't have the same freedom as when they are in the wild
234,Approved,4376,Zoos,we should abolish zoos because most of them abuse the animals and they are in small enclosures with hardly any room to move around,We should abolish zoos,zoos are not helping animals to stay healthy and need more freedom.
235,Approved,142,Zoos,we should abolish zoos because most of them abuse the animals and they are in small enclosures with hardly any room to move around,We should abolish zoos,when animals are abused and confined they suffer and allowing unnecessary suffering is unethical zoos should be abolished.
236,Approved,944,Zoos,we should abolish zoos because most of them abuse the animals and they are in small enclosures with hardly any room to move around,We should abolish zoos,animals have a right to roam free away from abuse in captivity
237,Approved,38,Zoos,we should abolish zoos because most of them abuse the animals and they are in small enclosures with hardly any room to move around,We should abolish zoos,zoo animals are abused and kept in small enclosures
238,Approved,698,Zoos,we should abolish zoos because most of them abuse the animals and they are in small enclosures with hardly any room to move around,We should abolish zoos,zoos are only profit centered business with no ounce of sympathy for the animals
239,Approved,71,Zoos,we should abolish zoos because most of them abuse the animals and they are in small enclosures with hardly any room to move around,We should abolish zoos,animals are caged in tiny cages and cannot roam freely
240,Approved,50,Zoos,we should abolish zoos as animals should not be kept in captivity and should be in a natural environment.,We should abolish zoos,animals belong in a natural environment
241,Approved,1384,Zoos,we should abolish zoos as animals should not be kept in captivity and should be in a natural environment.,We should abolish zoos,animals in artificial environment may contract diseases that are not present in the wild
242,Approved,1032,Zoos,we should abolish zoos as animals should not be kept in captivity and should be in a natural environment.,We should abolish zoos,many animals thrive better when left in the wild
243,Approved,1113,Zoos,we should abolish zoos as animals should not be kept in captivity and should be in a natural environment.,We should abolish zoos,animals have a right to a natural environment
244,Approved,230,Zoos,we should abolish zoos as animals should not be kept in captivity and should be in a natural environment.,We should abolish zoos,some zoos don't even try to put animals in an environment similar to their natural ones
245,Approved,116,Zoos,we should abolish zoos as animals should not be kept in captivity and should be in a natural environment.,We should abolish zoos,many animals have to live in a small enclosure dissimilar to their natural habitat
246,Approved,51,Zoos,we should abolish zoos as animals should not be kept in captivity and should be in a natural environment.,We should abolish zoos,animals are healthier in their natural environment
247,Approved,71,Zoos,we should abolish zoos as animals should not be kept in captivity and should be in a natural environment.,We should abolish zoos,your nature is important
248,Approved,76,Zoos,we should abolish zoos as animals should not be kept in captivity and should be in a natural environment.,We should abolish zoos,keeping animals in captivity is wrong
249,Approved,20,Zoos,we should abolish zoos as animals should not be kept in captivity and should be in a natural environment.,We should abolish zoos,the zoos are not a natural environment for the animals
250,Approved,24,Zoos,"we should abolish zoos because animals don't deserve to be segregated unnecessarily, they should roam free just like anyone else",We should abolish zoos,having them in a zoo takes the freedom from them
251,Approved,33,Zoos,"we should abolish zoos because animals don't deserve to be segregated unnecessarily, they should roam free just like anyone else",We should abolish zoos,"animals are not meant to live their whole lives in cages,"
252,Approved,119,Zoos,"we should abolish zoos because animals don't deserve to be segregated unnecessarily, they should roam free just like anyone else",We should abolish zoos,infringing on animals' freedom of movement is morally wrong
253,Approved,1155,Zoos,"we should abolish zoos because animals don't deserve to be segregated unnecessarily, they should roam free just like anyone else",We should abolish zoos,animals have a right to roam free in an open space
254,Approved,123,Zoos,"we should abolish zoos because animals don't deserve to be segregated unnecessarily, they should roam free just like anyone else",We should abolish zoos,animals have feeling just like humans
255,Approved,2027,Zoos,"we should abolish zoos because animals don't deserve to be segregated unnecessarily, they should roam free just like anyone else",We should abolish zoos,you would never force humans to live in only one specific area
256,Approved,29,Zoos,"we should abolish zoos because animals don't deserve to be segregated unnecessarily, they should roam free just like anyone else",We should abolish zoos,animals can't roam free in zoos
257,Approved,22,Zoos,"we should abolish zoos because animals don't deserve to be segregated unnecessarily, they should roam free just like anyone else",We should abolish zoos,their freedom is important
258,Approved,63,Zoos,"we should abolish zoos because animals don't deserve to be segregated unnecessarily, they should roam free just like anyone else",We should abolish zoos,the animals have do not deserve punishment and confinement
259,Approved,54,Zoos,"we should abolish zoos because animals don't deserve to be segregated unnecessarily, they should roam free just like anyone else",We should abolish zoos,animals that are caught are young and separated from their parents prematurely
260,Approved,814,Zoos,we should abolish zoos to prevent the cruel confinement of wild animals,We should abolish zoos,animals have a right to live outside confinement
261,Approved,80,Zoos,we should abolish zoos to prevent the cruel confinement of wild animals,We should abolish zoos,animals in confinement suffer physically and emotionally
262,Approved,27,Zoos,we should abolish zoos to prevent the cruel confinement of wild animals,We should abolish zoos,"wild animals are just that, wild, and do not belong in cages"
263,Approved,22,Zoos,we should abolish zoos to prevent the cruel confinement of wild animals,We should abolish zoos,the zoos do not provide enough space for animals to have a healthy life
264,Approved,21,Zoos,we should abolish zoos to prevent the cruel confinement of wild animals,We should abolish zoos,wild animals should not be trapped
265,Approved,29,Zoos,we should abolish zoos to prevent the cruel confinement of wild animals,We should abolish zoos,confining wild animals is cruel
266,Approved,57,Zoos,we should abolish zoos to prevent the cruel confinement of wild animals,We should abolish zoos,wild animals belong in their natural habitat.
267,Approved,132,Zoos,we should abolish zoos to prevent the cruel confinement of wild animals,We should abolish zoos,confining wild animals is cruel
268,Approved,69,Zoos,we should abolish zoos to prevent the cruel confinement of wild animals,We should abolish zoos,trapping animals will cause stress and psychological disorder
269,Approved,57,Zoos,we should abolish zoos to prevent the cruel confinement of wild animals,We should abolish zoos,wild animals are confined and not used to human entertainment
270,Approved,35,Zoos,We should abolish zoos as it is cruel to remove animals from their natural habitats to cold countries which are not naturally their place to thrive.,We should abolish zoos,animals need to be in their natural habitats
271,Approved,5677,Zoos,We should abolish zoos as it is cruel to remove animals from their natural habitats to cold countries which are not naturally their place to thrive.,We should abolish zoos,animals can become ill or die if they are not in the right habitat
272,Approved,49,Zoos,We should abolish zoos as it is cruel to remove animals from their natural habitats to cold countries which are not naturally their place to thrive.,We should abolish zoos,we cannot provide a duplicate of their environment which would allow them to live normally
273,Approved,17,Zoos,We should abolish zoos as it is cruel to remove animals from their natural habitats to cold countries which are not naturally their place to thrive.,We should abolish zoos,animals need their suitable environment to have a good life
274,Approved,846,Zoos,We should abolish zoos as it is cruel to remove animals from their natural habitats to cold countries which are not naturally their place to thrive.,We should abolish zoos,animals deserve a natural habitat they can thrive in
275,Approved,116,Zoos,We should abolish zoos as it is cruel to remove animals from their natural habitats to cold countries which are not naturally their place to thrive.,We should abolish zoos,animals are kept in a small enclosure dissimilar to their natural habitat
276,Approved,26,Zoos,We should abolish zoos as it is cruel to remove animals from their natural habitats to cold countries which are not naturally their place to thrive.,We should abolish zoos,this change of environment is cruel and torturous
277,Approved,270,Zoos,We should abolish zoos as it is cruel to remove animals from their natural habitats to cold countries which are not naturally their place to thrive.,We should abolish zoos,we should minimize harm done to animals.
278,Approved,4565,Zoos,We should abolish zoos as it is cruel to remove animals from their natural habitats to cold countries which are not naturally their place to thrive.,We should abolish zoos,artificial habitats require money to operate it can be affected if there are no visitors
279,Approved,657,Zoos,We should abolish zoos as it is cruel to remove animals from their natural habitats to cold countries which are not naturally their place to thrive.,We should abolish zoos,animals might develop depression when removed from their natural habitat
280,Approved,276,Zoos,we should abolish zoos because it is cruel to cage up animals like that in one area and is not their natural habitat and essentially treat them like pets.,We should abolish zoos,many of the animals never would experience human interactions it causes undue stress
281,Approved,16,Zoos,we should abolish zoos because it is cruel to cage up animals like that in one area and is not their natural habitat and essentially treat them like pets.,We should abolish zoos,animals should live in the wilderness where they belong
282,Approved,150,Zoos,we should abolish zoos because it is cruel to cage up animals like that in one area and is not their natural habitat and essentially treat them like pets.,We should abolish zoos,wild animals cannot be compared to domestic animals
283,Approved,60,Zoos,we should abolish zoos because it is cruel to cage up animals like that in one area and is not their natural habitat and essentially treat them like pets.,We should abolish zoos,wild animals are not the same as domesticated ones
284,Approved,108,Zoos,we should abolish zoos because it is cruel to cage up animals like that in one area and is not their natural habitat and essentially treat them like pets.,We should abolish zoos,when animals are caged up this affects them negatively both emotionally and physically it is not right to cage the animals for our amusement and zoos should be banned.
285,Approved,317,Zoos,we should abolish zoos because it is cruel to cage up animals like that in one area and is not their natural habitat and essentially treat them like pets.,We should abolish zoos,locking animals up and expecting them to be like our pets is ridiculous and inhumane
286,Approved,1346,Zoos,we should abolish zoos because it is cruel to cage up animals like that in one area and is not their natural habitat and essentially treat them like pets.,We should abolish zoos,animals have a right to thrive in a natural habitat
287,Approved,40,Zoos,we should abolish zoos because it is cruel to cage up animals like that in one area and is not their natural habitat and essentially treat them like pets.,We should abolish zoos,animals shouldn't be kept in cages
288,Approved,234,Zoos,we should abolish zoos because it is cruel to cage up animals like that in one area and is not their natural habitat and essentially treat them like pets.,We should abolish zoos,zoo animals will become domesticated and hard to when freeing them to the wild
289,Approved,3852,Zoos,we should abolish zoos because it is cruel to cage up animals like that in one area and is not their natural habitat and essentially treat them like pets.,We should abolish zoos,animals need a certain kind of personality in order to be okay with being pets
290,Approved,130,Zoos,we should abolish zoos because some of the animals are quite dangerous and have caused human injury.,We should abolish zoos,"there have been several instances where humans have been hurt or even killed by these animals, it is dangerous for everyone involved"
291,Approved,187,Zoos,we should abolish zoos because some of the animals are quite dangerous and have caused human injury.,We should abolish zoos,"animals are restricted and confined unnaturally, they can get restless be aggressive against the visitors"
292,Approved,4179,Zoos,we should abolish zoos because some of the animals are quite dangerous and have caused human injury.,We should abolish zoos,wild animals are becoming more aggressive while being caged
293,Approved,30,Zoos,we should abolish zoos because some of the animals are quite dangerous and have caused human injury.,We should abolish zoos,animals are dangerous to humans
294,Approved,24,Zoos,we should abolish zoos because some of the animals are quite dangerous and have caused human injury.,We should abolish zoos,animals are expected to live in the wilderness
295,Approved,615,Zoos,we should abolish zoos because some of the animals are quite dangerous and have caused human injury.,We should abolish zoos,humans should be kept safe from animal attacks
296,Approved,294,Zoos,we should abolish zoos because some of the animals are quite dangerous and have caused human injury.,We should abolish zoos,the chances of animals hurting people in the wild are slim
297,Approved,24,Zoos,we should abolish zoos because some of the animals are quite dangerous and have caused human injury.,We should abolish zoos,it is not possible to offer enough protection
298,Approved,165,Zoos,we should abolish zoos because some of the animals are quite dangerous and have caused human injury.,We should abolish zoos,the public is tempted to regard them as pets and enter their cages and the zoo keepers have to enter the cages to feed and care for them.
299,Approved,1083,Zoos,we should abolish zoos because some of the animals are quite dangerous and have caused human injury.,We should abolish zoos,wild animals and humans weren't made to mingle
300,Approved,43,Zoos,some zoos have terrible living conditions and the animals aren't stimulated at all,We should abolish zoos,we cannot give animals good living conditions
301,Approved,4133,Zoos,some zoos have terrible living conditions and the animals aren't stimulated at all,We should abolish zoos,zoos can only exist for profit if there is no profit the animals may suffer
302,Approved,127,Zoos,some zoos have terrible living conditions and the animals aren't stimulated at all,We should abolish zoos,some zoos have terrible living conditions and keeping animals in terrible living conditions is wrong
303,Approved,47,Zoos,some zoos have terrible living conditions and the animals aren't stimulated at all,We should abolish zoos,the animals suffer psychological stress being held in captivity
304,Approved,41,Zoos,some zoos have terrible living conditions and the animals aren't stimulated at all,We should abolish zoos,animals need to engage in stimulating activities to be healthy.
305,Approved,100,Zoos,some zoos have terrible living conditions and the animals aren't stimulated at all,We should abolish zoos,some zoos neglect to provide proper living habitat for animals
306,Approved,1144,Zoos,some zoos have terrible living conditions and the animals aren't stimulated at all,We should abolish zoos,animals have a right to humane living conditions in a natural habitat
307,Approved,45,Zoos,some zoos have terrible living conditions and the animals aren't stimulated at all,We should abolish zoos,zoos provide terrible living conditions for animals
308,Approved,279,Zoos,some zoos have terrible living conditions and the animals aren't stimulated at all,We should abolish zoos,animals know when they're not being treated right
309,Approved,27,Zoos,some zoos have terrible living conditions and the animals aren't stimulated at all,We should abolish zoos,we can't provide them what nature does
310,Approved,28,Zoos,We should abolish zoos as they do not provide an appropriate environment for many of the animals that they contain.,We should abolish zoos,the conditions are not suitable for the animals to have a good life in a zoo
311,Approved,49,Zoos,We should abolish zoos as they do not provide an appropriate environment for many of the animals that they contain.,We should abolish zoos,this does not tend to change
312,Approved,694,Zoos,We should abolish zoos as they do not provide an appropriate environment for many of the animals that they contain.,We should abolish zoos,zoos fail to create natural habitat
313,Approved,4333,Zoos,We should abolish zoos as they do not provide an appropriate environment for many of the animals that they contain.,We should abolish zoos,zoos only provide small enclosure even for big animal like elephants
314,Approved,765,Zoos,We should abolish zoos as they do not provide an appropriate environment for many of the animals that they contain.,We should abolish zoos,animals have a right to an appropriate natural environment
315,Approved,41,Zoos,We should abolish zoos as they do not provide an appropriate environment for many of the animals that they contain.,We should abolish zoos,zoos don't provide animals with an appropriate environment
316,Approved,83,Zoos,We should abolish zoos as they do not provide an appropriate environment for many of the animals that they contain.,We should abolish zoos,now we can observe animals in the wild via modern technology zoos are no longer needed
317,Approved,65,Zoos,We should abolish zoos as they do not provide an appropriate environment for many of the animals that they contain.,We should abolish zoos,it costs nothing to just leave animals alone in the wild.
318,Approved,4725,Zoos,We should abolish zoos as they do not provide an appropriate environment for many of the animals that they contain.,We should abolish zoos,animals are forced to endure unnatural habitats and conditions
319,Approved,524,Zoos,We should abolish zoos as they do not provide an appropriate environment for many of the animals that they contain.,We should abolish zoos,animals are healthiest in an environment that suits them
320,Approved,923,Zoos,we should abolish zoos because animals should not have to live in an unnatural habit for the sake of human amusement.,We should abolish zoos,there are ways to see and learn about animals instead of keeping them in cages
321,Approved,86,Zoos,we should abolish zoos because animals should not have to live in an unnatural habit for the sake of human amusement.,We should abolish zoos,animals are being harmed as they entertain people
322,Approved,87,Zoos,we should abolish zoos because animals should not have to live in an unnatural habit for the sake of human amusement.,We should abolish zoos,humans can now engage in observation of animals in the wild easily and inexpensively via web cams and other video opportunities
323,Approved,108,Zoos,we should abolish zoos because animals should not have to live in an unnatural habit for the sake of human amusement.,We should abolish zoos,zoos provide an unnatural environment and this causes animals suffering it is not right for humans to be amused in exchange for animal’s misery and zoos should be banned.
324,Approved,86,Zoos,we should abolish zoos because animals should not have to live in an unnatural habit for the sake of human amusement.,We should abolish zoos,making profits on suffering animals is brutal
325,Approved,33,Zoos,we should abolish zoos because animals should not have to live in an unnatural habit for the sake of human amusement.,We should abolish zoos,we no longer live in a retrograde society
326,Approved,27,Zoos,we should abolish zoos because animals should not have to live in an unnatural habit for the sake of human amusement.,We should abolish zoos,it is not worthy to harm animals for the sake of entertainment
327,Approved,39,Zoos,we should abolish zoos because animals should not have to live in an unnatural habit for the sake of human amusement.,We should abolish zoos,zoos are unnatural habitats for animals
328,Approved,1371,Zoos,we should abolish zoos because animals should not have to live in an unnatural habit for the sake of human amusement.,We should abolish zoos,animals weren't created for human amusement
329,Approved,59,Zoos,we should abolish zoos because animals should not have to live in an unnatural habit for the sake of human amusement.,We should abolish zoos,animals are being ripped away from their natural habit for pure entertainment.
330,Approved,58,Zoos,they are entrapping animals that could be roaming free,We should abolish zoos,humans have the means via technological advances to observe wild animals remotely there is not reason to trap and confine them
331,Approved,53,Zoos,they are entrapping animals that could be roaming free,We should abolish zoos,animals will not be happy if deprived or their freedom
332,Approved,20,Zoos,they are entrapping animals that could be roaming free,We should abolish zoos,animals should not be entrapped
333,Approved,75,Zoos,they are entrapping animals that could be roaming free,We should abolish zoos,zoos entrap animals that could be roaming free
334,Approved,1081,Zoos,they are entrapping animals that could be roaming free,We should abolish zoos,animals have a right to thrive by roaming free
335,Approved,340,Zoos,they are entrapping animals that could be roaming free,We should abolish zoos,animals are much happier when in their own habitat
336,Approved,69,Zoos,they are entrapping animals that could be roaming free,We should abolish zoos,some animals are captured illegally and mistreated
337,Approved,38,Zoos,they are entrapping animals that could be roaming free,We should abolish zoos,animals must be very scared while they're in zoos
338,Approved,42,Zoos,they are entrapping animals that could be roaming free,We should abolish zoos,hold animals is not right in any way
339,Approved,90,Zoos,they are entrapping animals that could be roaming free,We should abolish zoos,animals are restricted and confined to tiny cages
340,Approved,1500,Zoos,"we should abolish zoos, putting wild animals in confined cages, in climates completely unsuitable for them, is cruel.",We should abolish zoos,animals would thrive in a natural climate outside of confinement
341,Approved,190,Zoos,"we should abolish zoos, putting wild animals in confined cages, in climates completely unsuitable for them, is cruel.",We should abolish zoos,animals would be better off allowed to survive on their own
342,Approved,177,Zoos,"we should abolish zoos, putting wild animals in confined cages, in climates completely unsuitable for them, is cruel.",We should abolish zoos,animals have to live in narrow places
343,Approved,45,Zoos,"we should abolish zoos, putting wild animals in confined cages, in climates completely unsuitable for them, is cruel.",We should abolish zoos,confining animals in cages is cruel
