AssignmentStatus,WorkTimeInSeconds,Input.title,Input.support_statement,Input.claim,Answer.worker_warrant
Approved,61,Voting,compulsory voting educates the population.,We should introduce compulsory voting,"it will compel people to learn more about democracy and the government, and empower people to become more knowledgeable about voting."
Approved,508,Voting,compulsory voting educates the population.,We should introduce compulsory voting,informed voters can determine unrealistic plans and false promises by a candidate
Approved,28,Voting,compulsory voting educates the population.,We should introduce compulsory voting,the population should be educated
Approved,142,Voting,compulsory voting educates the population.,We should introduce compulsory voting,"educated people often make better choices this allows for a better society, and a more pivotal role in government."
Approved,732,Voting,compulsory voting educates the population.,We should introduce compulsory voting,a country runs more smoothly with an educated population
Approved,1039,Voting,compulsory voting educates the population.,We should introduce compulsory voting,"a population that is smart about the election process and government policy leads to a stronger nation,"
Approved,133,Voting,compulsory voting educates the population.,We should introduce compulsory voting,an educated population will make better choices
Approved,37,Voting,compulsory voting educates the population.,We should introduce compulsory voting,an educated population means more people will vote and the most qualified officials are elected
Approved,71,Voting,compulsory voting ensures everyone's vote will be counted,We should introduce compulsory voting,it will make the outcome more fair for everyone
Approved,2118,Voting,compulsory voting ensures everyone's vote will be counted,We should introduce compulsory voting,the elected will represent all
Approved,33,Voting,compulsory voting ensures everyone's vote will be counted,We should introduce compulsory voting,a lot of people don't vote due to thinking their vote doesn't matter
Approved,3954,Voting,compulsory voting ensures everyone's vote will be counted,We should introduce compulsory voting,population will cast their votes individually and not by society based voting
Approved,15,Voting,compulsory voting ensures everyone's vote will be counted,We should introduce compulsory voting,votes will be counted that means people should be voting
Approved,56,Voting,compulsory voting ensures everyone's vote will be counted,We should introduce compulsory voting,"all votes will be taken into account, the election will be more reflective of what the general population truly wants."
Approved,53,Voting,compulsory voting ensures everyone's vote will be counted,We should introduce compulsory voting,everyone deserves to have their voice heard and their opinion considered
Approved,78,Voting,compulsory voting ensures everyone's vote will be counted,We should introduce compulsory voting,counting everyone's vote would ensure the officials that the majority of the population want in the government are elected
Approved,21,Voting,compulsory voting ensures everyone's vote will be counted,We should introduce compulsory voting,everyone's vote should count
Approved,824,Voting,compulsory voting ensures everyone's vote will be counted,We should introduce compulsory voting,"a fair and just society includes everyone's voice,"
Approved,75,Voting,compulsory voting ensures that all eligible voters have a say in the election instead of having just portion of the population decide,We should introduce compulsory voting,mandatory voting makes sure all voices are heard
Approved,5747,Voting,compulsory voting ensures that all eligible voters have a say in the election instead of having just portion of the population decide,We should introduce compulsory voting,i claim that making voting compulsory will result in all different age groups voting
Approved,851,Voting,compulsory voting ensures that all eligible voters have a say in the election instead of having just portion of the population decide,We should introduce compulsory voting,"it would allow all citizens a say in the election we would whine up with a better overall government, thus increasing a march forward in the usa."
Submitted,5932,Voting,compulsory voting ensures that all eligible voters have a say in the election instead of having just portion of the population decide,We should introduce compulsory voting,the whole population has a right to have their voices heard
Approved,24,Voting,compulsory voting ensures that all eligible voters have a say in the election instead of having just portion of the population decide,We should introduce compulsory voting,all voters should have a say in elections
Approved,73,Voting,compulsory voting ensures that all eligible voters have a say in the election instead of having just portion of the population decide,We should introduce compulsory voting,it is important to get the views of everyone in the population
Approved,99,Voting,compulsory voting ensures that all eligible voters have a say in the election instead of having just portion of the population decide,We should introduce compulsory voting,this will prioritize voters from all walks of life and make a real difference in the outcome of the vote.
Approved,2129,Voting,compulsory voting ensures that all eligible voters have a say in the election instead of having just portion of the population decide,We should introduce compulsory voting,the whole must win the little bit more engaged
Approved,1367,Voting,compulsory voting ensures that all eligible voters have a say in the election instead of having just portion of the population decide,We should introduce compulsory voting,all people would be equally represented
Approved,925,Voting,compulsory voting ensures that all eligible voters have a say in the election instead of having just portion of the population decide,We should introduce compulsory voting,"minorities' voices can get lost if they don't vote,"
Approved,99,Voting,"compulsory voting ensures that our leaders reflect the will of all people, not just those who were able/motivated enough to make it to the polls.",We should introduce compulsory voting,politicians will have to serve all people instead of a few blocks
Approved,5073,Voting,"compulsory voting ensures that our leaders reflect the will of all people, not just those who were able/motivated enough to make it to the polls.",We should introduce compulsory voting,compulsory voting will put a pressure on politicians to gain the population trust
Approved,156,Voting,"compulsory voting ensures that our leaders reflect the will of all people, not just those who were able/motivated enough to make it to the polls.",We should introduce compulsory voting,people will never be motivated enough to vote since it's a free activity
Approved,2073,Voting,"compulsory voting ensures that our leaders reflect the will of all people, not just those who were able/motivated enough to make it to the polls.",We should introduce compulsory voting,everyone's voice is the voice of democracy
Approved,24,Voting,"compulsory voting ensures that our leaders reflect the will of all people, not just those who were able/motivated enough to make it to the polls.",We should introduce compulsory voting,elected politicians are supposed to be supported by the majority
Approved,969,Voting,"compulsory voting ensures that our leaders reflect the will of all people, not just those who were able/motivated enough to make it to the polls.",We should introduce compulsory voting,mandatory voting makes it so politicians follow the people's will
Approved,28,Voting,"compulsory voting ensures that our leaders reflect the will of all people, not just those who were able/motivated enough to make it to the polls.",We should introduce compulsory voting,the will of all people should be reflected
Approved,1147,Voting,"compulsory voting ensures that our leaders reflect the will of all people, not just those who were able/motivated enough to make it to the polls.",We should introduce compulsory voting,"one group can control who's in government simply by out voting the other groups, skewing the results,"
Approved,307,Voting,"compulsory voting ensures that our leaders reflect the will of all people, not just those who were able/motivated enough to make it to the polls.",We should introduce compulsory voting,the people are the ones that the government has to answer to it allows the people to be incharge of where the government is taking the usa.
Approved,88,Voting,"compulsory voting ensures that our leaders reflect the will of all people, not just those who were able/motivated enough to make it to the polls.",We should introduce compulsory voting,"compulsory voting has a strong effect on turnout, it will give citizens a stronger sense of civic duty."
Approved,26,Voting,compulsory voting ensures that the winner is truly representative of the entire population.,We should introduce compulsory voting,everyone will have their choices represented by the winner
Approved,34,Voting,compulsory voting ensures that the winner is truly representative of the entire population.,We should introduce compulsory voting,the entire population should decide the winner in elections
Approved,437,Voting,compulsory voting ensures that the winner is truly representative of the entire population.,We should introduce compulsory voting,thus allowing the system we have be representative of all people and allow everyone no matter the income level or social status to have a voice.
Approved,76,Voting,compulsory voting ensures that the winner is truly representative of the entire population.,We should introduce compulsory voting,"and since, in voting there needs to be assurances that the winner is truly representative of the entire population, then"
Approved,2126,Voting,compulsory voting ensures that the winner is truly representative of the entire population.,We should introduce compulsory voting,that's right in a democracy
Approved,373,Voting,compulsory voting ensures that the winner is truly representative of the entire population.,We should introduce compulsory voting,"the entire point of a democratic government is to truly represent the populace,"
Approved,4728,Voting,compulsory voting ensures that the winner is truly representative of the entire population.,We should introduce compulsory voting,everyone will have an equal vote and that is more fair
Approved,1348,Voting,compulsory voting ensures that the winner is truly representative of the entire population.,We should introduce compulsory voting,it is only fair if all are represented
Approved,174,Voting,compulsory voting ensures that the winner is truly representative of the entire population.,We should introduce compulsory voting,having unrepresentative leaders can lead to dysfunction
Approved,97,Voting,compulsory voting ensures that the winner is truly representative of the entire population.,We should introduce compulsory voting,"this method of influencing politics directly, the voter turnout increases, therefore being more representative of the population."
Approved,299,Voting,compulsory voting forces people to engage with democracy,We should introduce compulsory voting,an engaged population will only bring benefits
Approved,100,Voting,compulsory voting forces people to engage with democracy,We should introduce compulsory voting,democracy is essential for a proper government to exist
Approved,20,Voting,compulsory voting forces people to engage with democracy,We should introduce compulsory voting,everyone should engage with democracy
Approved,70,Voting,compulsory voting forces people to engage with democracy,We should introduce compulsory voting,democracy only works if people are engaged with it
Approved,476,Voting,compulsory voting forces people to engage with democracy,We should introduce compulsory voting,more people will believe in democracy as a result
Approved,28,Voting,compulsory voting forces people to engage with democracy,We should introduce compulsory voting,making people participate in our political system
Approved,383,Voting,compulsory voting forces people to engage with democracy,We should introduce compulsory voting,democracy is having opinions for yourselves and voicing your opinion on votes for candidates
Approved,144,Voting,compulsory voting forces people to engage with democracy,We should introduce compulsory voting,this would be forced it would allow people to toss aside the misguide views for more informed one and possibility come up with solutions for other groups in society that have been overlooked.
Approved,1330,Voting,compulsory voting forces people to engage with democracy,We should introduce compulsory voting,everyone is heard
Approved,1470,Voting,compulsory voting forces people to engage with democracy,We should introduce compulsory voting,"an engaged voting populace makes more informed electorate decisions leading to a stronger government,"
Approved,63,Voting,compulsory voting forces the citizen to pay attention the policies that affect them and decide accordingly instead of allowing only certain groups to control policy.,We should introduce compulsory voting,"this will help prevent political apathy, and will contribute to the stability of the government, ensuring that all people have a voice."
Approved,93,Voting,compulsory voting forces the citizen to pay attention the policies that affect them and decide accordingly instead of allowing only certain groups to control policy.,We should introduce compulsory voting,"when citizens interests are adequately represented, it makes them more willing to abide by the constitution"
Approved,25,Voting,compulsory voting forces the citizen to pay attention the policies that affect them and decide accordingly instead of allowing only certain groups to control policy.,We should introduce compulsory voting,all the people should be the ones to decide upon important issues
Approved,126,Voting,compulsory voting forces the citizen to pay attention the policies that affect them and decide accordingly instead of allowing only certain groups to control policy.,We should introduce compulsory voting,by prevent certain policies from passing it can play into the hands of certain companies. this then would go on to create things like monopolies and price fixing
Approved,1163,Voting,compulsory voting forces the citizen to pay attention the policies that affect them and decide accordingly instead of allowing only certain groups to control policy.,We should introduce compulsory voting,"people will later complain that government policy unfairly affects them,"
Approved,57,Voting,compulsory voting forces the citizen to pay attention the policies that affect them and decide accordingly instead of allowing only certain groups to control policy.,We should introduce compulsory voting,citizens paying attention to policies would ensure a fair representation of their opinions when making decisions in the government
Approved,33,Voting,compulsory voting forces the citizen to pay attention the policies that affect them and decide accordingly instead of allowing only certain groups to control policy.,We should introduce compulsory voting,policy shouldn't be controlled by certain groups
Approved,2030,Voting,compulsory voting forces the citizen to pay attention the policies that affect them and decide accordingly instead of allowing only certain groups to control policy.,We should introduce compulsory voting,a politicized population is ideal in a democracy
Approved,3514,Voting,compulsory voting forces the citizen to pay attention the policies that affect them and decide accordingly instead of allowing only certain groups to control policy.,We should introduce compulsory voting,it is easier to take advantage of people when they are uninformed
Approved,4222,Voting,compulsory voting forces the citizen to pay attention the policies that affect them and decide accordingly instead of allowing only certain groups to control policy.,We should introduce compulsory voting,voters can choose which politicians have a better outlook for them and can give solutions on their problem
Approved,5531,Voting,compulsory voting gives everyone a say in their elections,We should introduce compulsory voting,government officials must represent the will of the population
Approved,378,Voting,compulsory voting gives everyone a say in their elections,We should introduce compulsory voting,having a say makes people more likely to feel appreciated
Approved,86,Voting,compulsory voting gives everyone a say in their elections,We should introduce compulsory voting,mandatory voting helps people be heard
Approved,696,Voting,compulsory voting gives everyone a say in their elections,We should introduce compulsory voting,this is something important is a democratic country
Approved,66,Voting,compulsory voting gives everyone a say in their elections,We should introduce compulsory voting,"it promotes political stability, it will encourage voters to educate themselves and make the right choice that will influence an election."
Approved,1129,Voting,compulsory voting gives everyone a say in their elections,We should introduce compulsory voting,"it's important for everyone to have their voice heard in order to properly shape public policy,"
Approved,89,Voting,compulsory voting gives everyone a say in their elections,We should introduce compulsory voting,politicians must listen to more people than just base supporters
Approved,22,Voting,compulsory voting gives everyone a say in their elections,We should introduce compulsory voting,everyone having a say would ensure everyone's problems are addressed
Approved,27,Voting,compulsory voting gives everyone a say in their elections,We should introduce compulsory voting,everyone deserves a say in their elections
Approved,1807,Voting,compulsory voting gives everyone a say in their elections,We should introduce compulsory voting,compulsory voting would cover everyone it would allow different points of view to be heard and solutions to be made quicker and with ease.
Approved,272,Voting,compulsory voting gives everyone in society their say in politics,We should introduce compulsory voting,having a say makes people think that they are valued citizens
Approved,1735,Voting,compulsory voting gives everyone in society their say in politics,We should introduce compulsory voting,everyone's speech is what forms democracy
Approved,65,Voting,compulsory voting gives everyone in society their say in politics,We should introduce compulsory voting,everyone has a say it is more fair and the system works better.
Approved,111,Voting,compulsory voting gives everyone in society their say in politics,We should introduce compulsory voting,people will be happier when their voices are heard
Approved,134,Voting,compulsory voting gives everyone in society their say in politics,We should introduce compulsory voting,it makes more people's opinions heard
Approved,22,Voting,compulsory voting gives everyone in society their say in politics,We should introduce compulsory voting,everyone in society should have their say
Approved,4432,Voting,compulsory voting gives everyone in society their say in politics,We should introduce compulsory voting,every individual will have to educate themselves on politics
Approved,81,Voting,compulsory voting gives everyone in society their say in politics,We should introduce compulsory voting,"people will complain about politicians regardless,"
Approved,95,Voting,compulsory voting gives everyone in society their say in politics,We should introduce compulsory voting,"freedom of speech is a fundamental right, everyone will have an opportunity to vote and express themselves freely."
Approved,16,Voting,compulsory voting gives everyone in society their say in politics,We should introduce compulsory voting,people should contribute their will to the election processes
Approved,24,Voting,compulsory voting greatly increases voter turnout,We should introduce compulsory voting,voter turnout should be increased
Approved,2245,Voting,compulsory voting greatly increases voter turnout,We should introduce compulsory voting,turnout is affect what issue get handled this would allow the best candidate to handle these issues.
Approved,17,Voting,compulsory voting greatly increases voter turnout,We should introduce compulsory voting,the number of votes improves election results
Approved,232,Voting,compulsory voting greatly increases voter turnout,We should introduce compulsory voting,"it is not democracy if there is only 50 percent of voter turnout. if only half of the population turns out at voting precincts at election, it can’t be called a democracy."
Approved,789,Voting,compulsory voting greatly increases voter turnout,We should introduce compulsory voting,higher voter turnout makes government more representative
Approved,2089,Voting,compulsory voting greatly increases voter turnout,We should introduce compulsory voting,this is good for a democracy
Approved,69,Voting,compulsory voting greatly increases voter turnout,We should introduce compulsory voting,"this will determine a better outcome for citizens, and will lead to a better and united nation."
Approved,1502,Voting,compulsory voting greatly increases voter turnout,We should introduce compulsory voting,we would have a more representative electorate
Approved,1107,Voting,compulsory voting greatly increases voter turnout,We should introduce compulsory voting,increase in voter turnout will eradicate the politicians that are dependent on few individuals which can control the election
Approved,1206,Voting,compulsory voting greatly increases voter turnout,We should introduce compulsory voting,"a greater voter turnout leads to a more representative government,"
Approved,2010,Voting,compulsory voting improves voting turnaround.,We should introduce compulsory voting,which will make the election more dynamic and true
Approved,2142,Voting,compulsory voting improves voting turnaround.,We should introduce compulsory voting,a government is more representative when turnout is high
Approved,66,Voting,compulsory voting improves voting turnaround.,We should introduce compulsory voting,turnaround leads to a better response from politicians
Approved,91,Voting,compulsory voting improves voting turnaround.,We should introduce compulsory voting,voting helps influences the ballot when more people vote for what they believe in
Approved,28,Voting,compulsory voting improves voting turnaround.,We should introduce compulsory voting,votes are important for good election results
Approved,1024,Voting,compulsory voting improves voting turnaround.,We should introduce compulsory voting,high voting turnaround will increase the confidence of citizens on government officials
Approved,33,Voting,compulsory voting improves voting turnaround.,We should introduce compulsory voting,voting is a process that needs maximum turnout
Approved,880,Voting,compulsory voting improves voting turnaround.,We should introduce compulsory voting,"voting is the most important thing in a society,"
Approved,67,Voting,compulsory voting improves voting turnaround.,We should introduce compulsory voting,"and if everyone votes, it will remind public officials that they are accountable to all citizens and that everyone has a voice."
Approved,22,Voting,compulsory voting improves voting turnaround.,We should introduce compulsory voting,voter turnout should be improved
Approved,89,Voting,compulsory voting increases voter turnout tremendously,We should introduce compulsory voting,greater participation leads to a healthier democratic process
Approved,788,Voting,compulsory voting increases voter turnout tremendously,We should introduce compulsory voting,this will represent the current interest
Approved,143,Voting,compulsory voting increases voter turnout tremendously,We should introduce compulsory voting,"compelling citizens to vote, will build democracy and help people to come together and share their collective opinions that will have an impact on politics."
Approved,1927,Voting,compulsory voting increases voter turnout tremendously,We should introduce compulsory voting,turnout is one of the most important aspects of democracy voter turnout would help it remain intact.
Approved,40,Voting,compulsory voting increases voter turnout tremendously,We should introduce compulsory voting,voter turnout should be increased
Approved,20,Voting,compulsory voting increases voter turnout tremendously,We should introduce compulsory voting,more people voting ensures the most qualified officials are elected
Approved,23,Voting,compulsory voting increases voter turnout tremendously,We should introduce compulsory voting,we need higher voter turnout
Approved,3571,Voting,compulsory voting increases voter turnout tremendously,We should introduce compulsory voting,voter turnout leads to more fair and wide expression of the population
Approved,1155,Voting,compulsory voting increases voter turnout tremendously,We should introduce compulsory voting,"an increased voter turnout spreads the risk that one minority that votes a lot will sway the government towards their viewpoint,"
Approved,4730,Voting,compulsory voting increases voter turnout tremendously,We should introduce compulsory voting,high voter turnout decrease the chance of election manipulation
Approved,1292,Voting,compulsory voting is a must to ensure that all people's voices are heard.,We should introduce compulsory voting,"having everyone heard would lead to a government that is more truly representative,"
Approved,72,Voting,compulsory voting is a must to ensure that all people's voices are heard.,We should introduce compulsory voting,"it will ensure that the government will be represented by the majority of the populace, and will have a lasting and indelible influence on the outcome."
Approved,536,Voting,compulsory voting is a must to ensure that all people's voices are heard.,We should introduce compulsory voting,a healthy democracy depends on people participation.
Approved,69,Voting,compulsory voting is a must to ensure that all people's voices are heard.,We should introduce compulsory voting,it's unfair if all people's voices aren't heard
Approved,96,Voting,compulsory voting is a must to ensure that all people's voices are heard.,We should introduce compulsory voting,some people do not vote there voices are not heard.
Approved,199,Voting,compulsory voting is a must to ensure that all people's voices are heard.,We should introduce compulsory voting,a democracy is run on the predication that all citizens have a say in the government.
Approved,24,Voting,compulsory voting is a must to ensure that all people's voices are heard.,We should introduce compulsory voting,all people's voices should be heard
Approved,20,Voting,compulsory voting is a must to ensure that all people's voices are heard.,We should introduce compulsory voting,mandatory voting will make sure everyone has a say
Approved,718,Voting,compulsory voting is a must to ensure that all people's voices are heard.,We should introduce compulsory voting,this will only bring benefits
Approved,3852,Voting,compulsory voting is a must to ensure that all people's voices are heard.,We should introduce compulsory voting,voting is mandatory by law all citizens should abide by it
Approved,77,Voting,"compulsory voting is necessary to truly reflect the will of the people, if people don't participate they could mail in a form stating that they weren't voting because of disinterest rather than innaccessability",We should introduce compulsory voting,this will avoid electing politicians through the opinion of a more engaged minority
Approved,1896,Voting,"compulsory voting is necessary to truly reflect the will of the people, if people don't participate they could mail in a form stating that they weren't voting because of disinterest rather than innaccessability",We should introduce compulsory voting,mandatory voting makes sure everyone participates
Approved,59,Voting,"compulsory voting is necessary to truly reflect the will of the people, if people don't participate they could mail in a form stating that they weren't voting because of disinterest rather than innaccessability",We should introduce compulsory voting,the essence of democracy is that the interest of the people be represented
Approved,63,Voting,"compulsory voting is necessary to truly reflect the will of the people, if people don't participate they could mail in a form stating that they weren't voting because of disinterest rather than innaccessability",We should introduce compulsory voting,will of the people has a big impact on the future
Approved,3683,Voting,"compulsory voting is necessary to truly reflect the will of the people, if people don't participate they could mail in a form stating that they weren't voting because of disinterest rather than innaccessability",We should introduce compulsory voting,only the interests of the wealthy are reflected when voter turnout is low
Approved,819,Voting,"compulsory voting is necessary to truly reflect the will of the people, if people don't participate they could mail in a form stating that they weren't voting because of disinterest rather than innaccessability",We should introduce compulsory voting,"voter apathy is a cancer upon democracy that slowly erodes it until it's gone,"
Approved,232,Voting,"compulsory voting is necessary to truly reflect the will of the people, if people don't participate they could mail in a form stating that they weren't voting because of disinterest rather than innaccessability",We should introduce compulsory voting,"people have the freedom to choose how and where they vote, this will incentivize them to vote wherever they can."
Approved,1893,Voting,"compulsory voting is necessary to truly reflect the will of the people, if people don't participate they could mail in a form stating that they weren't voting because of disinterest rather than innaccessability",We should introduce compulsory voting,"there would be a mail in form it would cut down on the number of people stating there vote was not heard, thus allowing a better political climate to occur"
Approved,4480,Voting,"compulsory voting is necessary to truly reflect the will of the people, if people don't participate they could mail in a form stating that they weren't voting because of disinterest rather than innaccessability",We should introduce compulsory voting,compulsory voting promotes political stability and eradicate politicians with hidden agenda
Approved,49,Voting,"compulsory voting is necessary to truly reflect the will of the people, if people don't participate they could mail in a form stating that they weren't voting because of disinterest rather than innaccessability",We should introduce compulsory voting,elections should reflect the will of the people
Approved,34,Voting,"compulsory voting is the only way to make people getting involved in the choices necessary for the real management of a country,",We should introduce compulsory voting,people need to be involved in the management of the country
Approved,67,Voting,"compulsory voting is the only way to make people getting involved in the choices necessary for the real management of a country,",We should introduce compulsory voting,democracy is non-existent if people do not actively participate in voting
Approved,125,Voting,"compulsory voting is the only way to make people getting involved in the choices necessary for the real management of a country,",We should introduce compulsory voting,"this will increase the turnout rate in elections, so that it would be more representative of the society at large."
Approved,305,Voting,"compulsory voting is the only way to make people getting involved in the choices necessary for the real management of a country,",We should introduce compulsory voting,politicians will target their campaign on the majority of population and voters can discern honest politicians
Submitted,4049,Voting,"compulsory voting is the only way to make people getting involved in the choices necessary for the real management of a country,",We should introduce compulsory voting,people have a right to determine how the government is run
Approved,2828,Voting,"compulsory voting is the only way to make people getting involved in the choices necessary for the real management of a country,",We should introduce compulsory voting,countries that are the most mismanaged usually have low voter turnout
Approved,87,Voting,"compulsory voting is the only way to make people getting involved in the choices necessary for the real management of a country,",We should introduce compulsory voting,management of anything is a big job it is nice to have many people doing it thus cutting down on one sole person or group of people getting there needs meant while others suffer.
Approved,445,Voting,"compulsory voting is the only way to make people getting involved in the choices necessary for the real management of a country,",We should introduce compulsory voting,"too many people are checked out and don't care about democracy,"
Approved,794,Voting,"compulsory voting is the only way to make people getting involved in the choices necessary for the real management of a country,",We should introduce compulsory voting,country management must be in the interests of all
Approved,21,Voting,"compulsory voting is the only way to make people getting involved in the choices necessary for the real management of a country,",We should introduce compulsory voting,to manage a country is important to get the opinion of everyone
Approved,21,Voting,compulsory voting makes elections have a more reliable outcome,We should introduce compulsory voting,a reliable outcome ensures the officials most suited for the job are elected
Approved,90,Voting,compulsory voting makes elections have a more reliable outcome,We should introduce compulsory voting,it makes elections more fair for everyone
Approved,1132,Voting,compulsory voting makes elections have a more reliable outcome,We should introduce compulsory voting,"elections are meant to be a true representation of the nation's population,"
Approved,101,Voting,compulsory voting makes elections have a more reliable outcome,We should introduce compulsory voting,"taking into account the unanimous vote of the populace, this will have a profound impact on voter turnout."
Approved,21,Voting,compulsory voting makes elections have a more reliable outcome,We should introduce compulsory voting,elections should have a more reliable outcome
Approved,68,Voting,compulsory voting makes elections have a more reliable outcome,We should introduce compulsory voting,more people would be offering there view point we could take there views and present solutions quickly for them
Approved,174,Voting,compulsory voting makes elections have a more reliable outcome,We should introduce compulsory voting,the result of an election must be reliable
Approved,103,Voting,compulsory voting makes elections have a more reliable outcome,We should introduce compulsory voting,having unrepresentative leaders makes citizens feel aggravated
Approved,16,Voting,compulsory voting makes elections have a more reliable outcome,We should introduce compulsory voting,elections are supposed to reflect the will of all the people
Approved,2293,Voting,compulsory voting makes elections have a more reliable outcome,We should introduce compulsory voting,compulsory voting will provide a higher voter turn out in elections
Approved,1479,Voting,compulsory voting makes for more informed voters,We should introduce compulsory voting,"informed voters grasp the intricacies of government much more clearly and thus are able to make much better decisions as to who should lead,"
Approved,116,Voting,compulsory voting makes for more informed voters,We should introduce compulsory voting,it makes people pay attention to democracy
Approved,207,Voting,compulsory voting makes for more informed voters,We should introduce compulsory voting,educated voters make more logical choices
Approved,281,Voting,compulsory voting makes for more informed voters,We should introduce compulsory voting,the obligation reaches all
Approved,878,Voting,compulsory voting makes for more informed voters,We should introduce compulsory voting,having more informed citizens leads to having more qualified leaders
Approved,34,Voting,compulsory voting makes for more informed voters,We should introduce compulsory voting,voters should be more informed
Approved,44,Voting,compulsory voting makes for more informed voters,We should introduce compulsory voting,"informed voters help elections be democratic, so"
Approved,64,Voting,compulsory voting makes for more informed voters,We should introduce compulsory voting,compulsory voting increases the political education of the people. they will tend to pay more attention to politics if they know they have to vote.
Approved,440,Voting,compulsory voting makes for more informed voters,We should introduce compulsory voting,voter will educate themselves on current political trend to discern right candidates
Approved,114,Voting,compulsory voting makes for more informed voters,We should introduce compulsory voting,"voting is a right and responsibility of all citizens, as it broadens representation and empowers people to speak out and have their voices heard"
Approved,760,Voting,compulsory voting makes sure that each and every person has a vote in who is running their government and how.,We should introduce compulsory voting,population participation is what makes a country a democracy
Submitted,30,Voting,compulsory voting makes sure that each and every person has a vote in who is running their government and how.,We should introduce compulsory voting,it makes sure that everyone has a say in the process with their vote
Approved,35,Voting,compulsory voting makes sure that each and every person has a vote in who is running their government and how.,We should introduce compulsory voting,having a diverse group of voters ensures every group is represented and has their wishes heard
Approved,313,Voting,compulsory voting makes sure that each and every person has a vote in who is running their government and how.,We should introduce compulsory voting,"governments become tyrannical if not held in check by the people,"
Approved,4332,Voting,compulsory voting makes sure that each and every person has a vote in who is running their government and how.,We should introduce compulsory voting,winning candidates has the support of the majority of the population
Approved,2053,Voting,compulsory voting makes sure that each and every person has a vote in who is running their government and how.,We should introduce compulsory voting,"when governments don't act in its citizens' best interest, it leads to revolutions"
Approved,16,Voting,compulsory voting makes sure that each and every person has a vote in who is running their government and how.,We should introduce compulsory voting,government should be selected by the people
Approved,122,Voting,compulsory voting makes sure that each and every person has a vote in who is running their government and how.,We should introduce compulsory voting,"low turnout is deemed unhealthy in democracy, it would therefore be less effective in government, and taking each vote into account will make a major difference."
Approved,94,Voting,compulsory voting makes sure that each and every person has a vote in who is running their government and how.,We should introduce compulsory voting,"this way of handing voting also allows for different points of view, by allowing different points of view you are allowing new ideas to come forth and pave the way for a forward thinking world."
Approved,80,Voting,compulsory voting makes sure that each and every person has a vote in who is running their government and how.,We should introduce compulsory voting,everyone should have a vote in who runs their country
Approved,4992,Voting,"compulsory voting makes the population more involved in the election process, and would give results that more accurately reflected the will of the electors.",We should introduce compulsory voting,every citizen will conduct a research on a candidate and vote using their assessment
Approved,66,Voting,"compulsory voting makes the population more involved in the election process, and would give results that more accurately reflected the will of the electors.",We should introduce compulsory voting,we would end up with more representative leaders
Approved,427,Voting,"compulsory voting makes the population more involved in the election process, and would give results that more accurately reflected the will of the electors.",We should introduce compulsory voting,mandatory voting will make politicians reflect the will of the people
Approved,128,Voting,"compulsory voting makes the population more involved in the election process, and would give results that more accurately reflected the will of the electors.",We should introduce compulsory voting,a government functions properly when it's trusted by his electors
Approved,78,Voting,"compulsory voting makes the population more involved in the election process, and would give results that more accurately reflected the will of the electors.",We should introduce compulsory voting,includes everyone it always different points of view on things going on thus allowing for a better picture of america in it's current state.
Approved,135,Voting,"compulsory voting makes the population more involved in the election process, and would give results that more accurately reflected the will of the electors.",We should introduce compulsory voting,the people can easily recognize their involvement in the process when their preferences are reflected
Approved,75,Voting,"compulsory voting makes the population more involved in the election process, and would give results that more accurately reflected the will of the electors.",We should introduce compulsory voting,politicians will be forced to respect the majority's will
Approved,150,Voting,"compulsory voting makes the population more involved in the election process, and would give results that more accurately reflected the will of the electors.",We should introduce compulsory voting,this is what an election should reflect
Approved,856,Voting,"compulsory voting makes the population more involved in the election process, and would give results that more accurately reflected the will of the electors.",We should introduce compulsory voting,"a happy electorate allows the country to grow without resistance,"
Approved,44,Voting,"compulsory voting makes the population more involved in the election process, and would give results that more accurately reflected the will of the electors.",We should introduce compulsory voting,the population should be more involved in elections
Approved,880,Voting,"compulsory voting may lead to voting being a national holiday, therefore eliminating the pervasive problem of people not being able to get off of work to vote.",We should introduce compulsory voting,the election is an important day and deserves your holiday
Approved,82,Voting,"compulsory voting may lead to voting being a national holiday, therefore eliminating the pervasive problem of people not being able to get off of work to vote.",We should introduce compulsory voting,it will be easier to vote if it is a mandatory day
Approved,5346,Voting,"compulsory voting may lead to voting being a national holiday, therefore eliminating the pervasive problem of people not being able to get off of work to vote.",We should introduce compulsory voting,people must focus on their mandate of voting and to take their time thinking which candidate is the best
Approved,1407,Voting,"compulsory voting may lead to voting being a national holiday, therefore eliminating the pervasive problem of people not being able to get off of work to vote.",We should introduce compulsory voting,everyone needs a holiday
Approved,106,Voting,"compulsory voting may lead to voting being a national holiday, therefore eliminating the pervasive problem of people not being able to get off of work to vote.",We should introduce compulsory voting,all the people would be voting the results would be better representing the will of people
Approved,52,Voting,"compulsory voting may lead to voting being a national holiday, therefore eliminating the pervasive problem of people not being able to get off of work to vote.",We should introduce compulsory voting,compulsory voting would ensure people get time off work to vote
Approved,37,Voting,"compulsory voting may lead to voting being a national holiday, therefore eliminating the pervasive problem of people not being able to get off of work to vote.",We should introduce compulsory voting,more people being able to vote ensures the most qualified officials are elected
Approved,175,Voting,"compulsory voting may lead to voting being a national holiday, therefore eliminating the pervasive problem of people not being able to get off of work to vote.",We should introduce compulsory voting,having a holiday will further increase the willingness to participate in forthcoming elections
